,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,group,item,type,condition,sentence,question,answer,speed,file,duration
204,204,204,204,a2,125,filler,filler,The cave was dark and echoed when the explorer spoke. ,Was the cave quiet and bright?,no,2,125_filler_filler_4.gif,7420
205,205,205,205,a2,126,filler,filler,The girl performed a graceful dance on stage.,Did the girl dance?,yes,3,126_filler_filler_8.gif,11190
206,206,206,206,a2,127,filler,filler,A deep fear settled in his heart.,Was he calm and fearless?,no,1,127_filler_filler_1.gif,2235
207,207,207,207,a2,128,filler,filler,He had a deep frown on his face.,Was he smiling?,no,2,128_filler_filler_4.gif,6125
208,208,208,208,a2,129,filler,filler,The cat made a quick jump onto the windowsill.,Did the cat jump?,yes,3,129_filler_filler_8.gif,12390
209,209,209,209,a2,130,filler,filler,They built a ramp to connect the sidewalk to the entrance.,Did they build a bridge?,no,1,130_filler_filler_1.gif,2940
210,210,210,210,a2,131,filler,filler,The old bridge swayed slightly in the wind.,Did the bridge move in the wind?,yes,2,131_filler_filler_4.gif,6180
211,211,211,211,a2,132,filler,filler,She placed the fresh tulips in a crystal vase on the dining table.,Did she place tulips on the dining hall table?,yes,3,132_filler_filler_8.gif,17270
212,212,212,212,a2,133,filler,filler,"The bright sun warmed the beach, casting long shadows across the sand.",Was the beach covered in snow?,no,1,133_filler_filler_1.gif,3145
213,213,213,213,a2,134,filler,filler,He scribbled the notes quickly on a sheet.,Did he take notes?,yes,2,134_filler_filler_4.gif,6175
214,214,214,214,a2,135,filler,filler,The boat began to drift with the current.,Was the boat anchored in place?,no,3,135_filler_filler_8.gif,11170
215,215,215,215,a2,136,filler,filler,The balloon continued to float in the air.,Did the balloon stay on the ground?,no,1,136_filler_filler_1.gif,2425
216,216,216,216,a2,137,filler,filler,The ice began to melt under the sun.,Did the ice remain frozen the whole time?,no,2,137_filler_filler_4.gif,6145
217,217,217,217,a2,138,filler,filler,The cat stretched its neck to look out the window.,Was there a cat?,yes,3,138_filler_filler_8.gif,13605
218,218,218,218,a2,139,filler,filler,"After hours of playing, the guitarist's fingertips developed a callus.",Did the musician play the guitar? ,yes,1,139_filler_filler_1.gif,2855
219,219,219,219,a2,140,filler,filler,The blanket was incredibly soft.,Was the blanket rough?,no,2,140_filler_filler_4.gif,4340
220,220,220,220,a2,141,filler,filler,The storm raged outside all night.,Was the weather calm during the night?,no,3,141_filler_filler_8.gif,8745
221,221,221,221,a2,142,filler,filler,She decided to throw away her old clothes.,Did she keep all her old clothes?,no,1,142_filler_filler_1.gif,2425
222,222,222,222,a2,143,filler,filler,The room fell quiet after the announcement.,Did the room get louder after the announcement?,no,2,143_filler_filler_4.gif,5585
223,223,223,223,a2,144,filler,filler,She found a shiny coin under the couch.,Did she find a bottle under the couch?,no,3,144_filler_filler_8.gif,11160
224,224,224,224,a2,145,filler,filler,The children played inside the tent for hours.,Were the children inside the tent?,yes,1,145_filler_filler_1.gif,2445
225,225,225,225,a2,146,filler,filler,The movie tells the story of a young hero.,Was the movie about a hero?,yes,2,146_filler_filler_4.gif,6770
226,226,226,226,a2,147,filler,filler,A distant drum beat echoed through the valley.,Was the source of the drum beat close?,no,3,147_filler_filler_8.gif,11195
227,227,227,227,a2,148,filler,filler,The train sped past the station without stopping.,Did the train stop at the station?,no,1,148_filler_filler_1.gif,2460
228,228,228,228,a2,149,filler,filler,Someone who has fought in a war is a veteran.,Does the sentence mention a war? ,yes,2,149_filler_filler_4.gif,7380
229,229,229,229,a2,150,filler,filler,The woman brought her sick pet dog to a veterinarian.,Was the animal a canine? ,yes,3,150_filler_filler_8.gif,13620
230,230,230,230,a2,151,filler,filler,The vintage wedding dress was big and required an alteration.,Was the gown too small? ,no,1,151_filler_filler_1.gif,2810
231,231,231,231,a2,152,filler,filler,She saved him from the poison by administering an antidote.,Did she save him by amputating? ,no,2,152_filler_filler_4.gif,7450
232,232,232,232,a2,153,filler,filler,There is a beanbag toss game booth at this carnival.,Were the beanbags for a game? ,yes,3,153_filler_filler_8.gif,13615
233,233,233,233,a2,154,filler,filler,"For lunch, she had brought tomato soup in a thermos.",Did she bring her own lunch? ,yes,1,154_filler_filler_1.gif,2765
234,234,234,234,a2,155,filler,filler,"The circus featured an acrobat, a clown, and a juggler.",Was there a clown at the performance? ,yes,2,155_filler_filler_4.gif,7430
235,235,235,235,a2,156,filler,filler,"In the nineties, the Rugrats was a very popular cartoon.",Was the Rugrats obscure during the nineties? ,no,3,156_filler_filler_8.gif,13635
236,236,236,236,a2,157,filler,filler,The goddess refused to be bested by a mere mortal.,Was the deity okay with losing? ,no,1,157_filler_filler_1.gif,2755
237,237,237,237,a2,158,filler,filler,The sailors feared the harsh discipline of this ship captain.,Does the sentence mention sailors?,yes,2,158_filler_filler_4.gif,7460
238,238,238,238,a2,159,filler,filler,The flute player nervously prepared an excerpt for an audition.,Did the musician feel anxious? ,yes,3,159_filler_filler_8.gif,13670
239,239,239,239,a2,160,filler,filler,The college sent out a newsletter to all its alumni.,Does the sentence mention a college? ,yes,1,160_filler_filler_1.gif,2765
240,240,240,240,a3,1,target,plaus,The sister mailed the niece the letter.,Did the niece receive something/someone?,yes,3,1_target_plaus_8.gif,9965
241,241,241,241,a3,2,target,plaus,The mother gave the daughter the candle.,Did the daughter receive something/someone?,yes,1,2_target_plaus_1.gif,2270
242,242,242,242,a3,3,target,plaus,The uncle sold the father the truck.,Did the father receive something/someone?,yes,2,3_target_plaus_4.gif,5550
243,243,243,243,a3,4,target,plaus,The contractor lent the homeowner the saw.,Did the homeowner receive something/someone?,yes,3,4_target_plaus_8.gif,9980
244,244,244,244,a3,5,target,plaus,The sailing club leased the man the boat.,Did the man receive something/someone?,yes,1,5_target_plaus_1.gif,2420
245,245,245,245,a3,6,target,plaus,The girl tossed the boy the apple.,Did the apple receive something/someone?,no,2,6_target_plaus_4.gif,5540
246,246,246,246,a3,7,target,plaus,The daughter passed the mother the bowl.,Did the bowl receive something/someone?,no,3,7_target_plaus_8.gif,9970
247,247,247,247,a3,8,target,plaus,The scuba instructor rented the tourist the equipment.,Did the equipment receive something/someone?,no,1,8_target_plaus_1.gif,2485
248,248,248,248,a3,9,target,plaus,The boy handed the girl the pencil.,Did the pencil receive something/someone?,no,2,9_target_plaus_4.gif,5545
249,249,249,249,a3,10,target,plaus,The nanny threw the child the toy.,Did the toy receive something/someone?,no,3,10_target_plaus_8.gif,9940
250,250,250,250,a3,11,target,plaus,The nephew mailed the aunt the postcard.,Did the postcard receive something/someone?,no,1,11_target_plaus_1.gif,2270
251,251,251,251,a3,12,target,plaus,The father gave the son the car.,Did the car receive something/someone?,no,2,12_target_plaus_4.gif,5530
252,252,252,252,a3,13,target,plaus,The shop sold the student the bike.,Did the bike receive something/someone?,no,3,13_target_plaus_8.gif,9945
253,253,253,253,a3,14,target,plaus,The janitor lent the teacher the mop.,Did the mop receive something/someone?,no,1,14_target_plaus_1.gif,2255
254,254,254,254,a3,15,target,plaus,The car dealer leased the plumber the SUV.,Did the SUV receive something/someone?,no,2,15_target_plaus_4.gif,6175
255,255,255,255,a3,16,target,plaus,The host tossed the contestant the microphone.,Did the contestant receive something/someone?,yes,3,16_target_plaus_8.gif,10000
256,256,256,256,a3,17,target,plaus,The quarterback passed the receiver the ball.,Did the receiver receive something/someone?,yes,1,17_target_plaus_1.gif,2295
257,257,257,257,a3,18,target,plaus,The videostore rented the customer the DVD.,Did the customer receive something/someone?,yes,2,18_target_plaus_4.gif,5585
258,258,258,258,a3,19,target,plaus,The bartender handed the lady the drink.,Did the lady receive something/someone?,yes,3,19_target_plaus_8.gif,9970
259,259,259,259,a3,20,target,plaus,The magician threw the assistant the hat.,Did the assistant receive something/someone?,yes,1,20_target_plaus_1.gif,2275
260,260,260,260,a3,21,target,plaus,The animal lover gave the cat the snack.,Did the cat receive something/someone?,yes,2,21_target_plaus_4.gif,6165
261,261,261,261,a3,22,target,plaus,The restaurant owner gave the mobster the brandy.,Did the brandy receive something/someone?,no,3,22_target_plaus_8.gif,11210
262,262,262,262,a3,23,target,plaus,The overseer gave the serf the seeds.,Did the serf receive something/someone?,yes,1,23_target_plaus_1.gif,2255
263,263,263,263,a3,24,target,plaus,The painter gave the saint the clothes.,Did the clothes receive something/someone?,no,2,24_target_plaus_4.gif,5565
264,264,264,264,a3,25,target,plaus,The undercover cop gave the felon the berries.,Did the felon receive something/someone?,yes,3,25_target_plaus_8.gif,11195
265,265,265,265,a3,26,target,plaus,The queen handed the nun the cloak.,Did the cloak receive something/someone?,no,1,26_target_plaus_1.gif,2245
266,266,266,266,a3,27,target,plaus,The father handed the son the bill.,Did the son receive something/someone?,yes,2,27_target_plaus_4.gif,5545
267,267,267,267,a3,28,target,plaus,The mother handed the kid the rag.,Did the rag receive something/someone?,no,3,28_target_plaus_8.gif,9940
268,268,268,268,a3,29,target,plaus,The zookeeper handed the ape the stone.,Did the ape receive something/someone?,yes,1,29_target_plaus_1.gif,2265
269,269,269,269,a3,30,target,plaus,The traitor handed the thug the knife.,Did the knife receive something/someone?,no,2,30_target_plaus_4.gif,5560
270,270,270,270,a3,31,target,implaus,The cleaner lent the broom the cop.,Did the cop receive something/someone?,no,3,31_target_implaus_8.gif,9945
271,271,271,271,a3,32,target,implaus,The delivery driver lent the perfume the sailor.,Did the perfume receive something/someone?,yes,1,32_target_implaus_1.gif,2455
272,272,272,272,a3,33,target,implaus,The humorous king lent the throne the clown.,Did the clown receive something/someone?,no,2,33_target_implaus_4.gif,6185
273,273,273,273,a3,34,target,implaus,The emperor of Austria lent the watch the tsar.,Did the watch receive something/someone?,yes,3,34_target_implaus_8.gif,12395
274,274,274,274,a3,35,target,implaus,The knight offered the helmet the farmer.,Did the farmer receive something/someone?,no,1,35_target_implaus_1.gif,2275
275,275,275,275,a3,36,target,implaus,The duchess offered the robe the girl.,Did the robe receive something/someone?,yes,2,36_target_implaus_4.gif,5560
276,276,276,276,a3,37,target,implaus,The monastery offered the shelf the monk.,Did the monk receive something/someone?,no,3,37_target_implaus_8.gif,9975
277,277,277,277,a3,38,target,implaus,The winemaker offered the ale the Jew.,Did the ale receive something/someone?,yes,1,38_target_implaus_1.gif,2260
278,278,278,278,a3,39,target,implaus,The conference organizer offered the jackets the speakers.,Did the speakers receive something/someone?,no,2,39_target_implaus_4.gif,6255
279,279,279,279,a3,40,target,implaus,The doctor passed the mask the nurse.,Did the mask receive something/someone?,yes,3,40_target_implaus_8.gif,9955
280,280,280,280,a3,41,target,implaus,The husband passed the plate the wife.,Did the wife receive something/someone?,no,1,41_target_implaus_1.gif,2260
281,281,281,281,a3,42,target,implaus,The guest passed the soup the host.,Did the soup receive something/someone?,yes,2,42_target_implaus_4.gif,5545
282,282,282,282,a3,43,target,implaus,The secretary passed the jam the boss.,Did the boss receive something/someone?,no,3,43_target_implaus_8.gif,9960
283,283,283,283,a3,44,target,implaus,The caregiver passed the onion the leper.,Did the onion receive something/someone?,yes,1,44_target_implaus_1.gif,2275
284,284,284,284,a3,45,target,implaus,The merchant sold the wine the lord.,Did the lord receive something/someone?,no,2,45_target_implaus_4.gif,5550
285,285,285,285,a3,46,target,implaus,The uncle sold the calves the niece.,Did the calves receive something/someone?,yes,3,46_target_implaus_8.gif,9950
286,286,286,286,a3,47,target,implaus,The food truck sold the pastry the rider.,Did the rider receive something/someone?,no,1,47_target_implaus_1.gif,2420
287,287,287,287,a3,48,target,implaus,The witch sold the serpent the wizard.,Did the serpent receive something/someone?,yes,2,48_target_implaus_4.gif,5560
288,288,288,288,a3,49,target,implaus,The butcher sold the pork the thief.,Did the thief receive something/someone?,no,3,49_target_implaus_8.gif,9950
289,289,289,289,a3,50,target,implaus,The foreigner leased the horse the king.,Did the horse receive something/someone?,yes,1,50_target_implaus_1.gif,2270
290,290,290,290,a3,51,target,implaus,The farmer leased the cottage the actor.,Did the actor receive something/someone?,no,2,51_target_implaus_4.gif,5570
291,291,291,291,a3,52,target,implaus,The groomsman leased the house the groom.,Did the house receive something/someone?,yes,3,52_target_implaus_8.gif,9975
292,292,292,292,a3,53,target,implaus,The manager leased the shirt the guy.,Did the guy receive something/someone?,no,1,53_target_implaus_1.gif,2255
293,293,293,293,a3,54,target,implaus,The boy threw the flute the knight.,Did the flute receive something/someone?,yes,2,54_target_implaus_4.gif,5545
294,294,294,294,a3,55,target,implaus,The girl threw the pen the boy.,Did the boy receive something/someone?,no,3,55_target_implaus_8.gif,9925
295,295,295,295,a3,56,target,implaus,The butler threw the bag the cook.,Did the bag receive something/someone?,yes,1,56_target_implaus_1.gif,2240
296,296,296,296,a3,57,target,implaus,The bartender tossed the apron the baker.,Did the baker receive something/someone?,no,2,57_target_implaus_4.gif,5575
297,297,297,297,a3,58,target,implaus,The miser tossed the peach the heir.,Did the peach receive something/someone?,yes,3,58_target_implaus_8.gif,9950
298,298,298,298,a3,59,target,implaus,The politician tossed the key the guard.,Did the guard receive something/someone?,no,1,59_target_implaus_1.gif,2270
299,299,299,299,a3,60,target,implaus,The mistress tossed the blouse the guest.,Did the blouse receive something/someone?,yes,2,60_target_implaus_4.gif,5575
300,300,300,300,a3,101,filler,filler,She pricked her finger on a thorn.,Did a thorn prick her finger?,yes,3,101_filler_filler_8.gif,9940
301,301,301,301,a3,102,filler,filler,The cat chased a small gray mouse.,Was the cat playing with a toy?,no,1,102_filler_filler_1.gif,2240
302,302,302,302,a3,103,filler,filler,He skipped a smooth stone across the lake.,Did the stone bounce across the water?,yes,2,103_filler_filler_4.gif,6175
303,303,303,303,a3,104,filler,filler,She turned the key in the old lock.,Did she try to open something with the key?,yes,3,104_filler_filler_8.gif,11140
304,304,304,304,a3,105,filler,filler,The magician pulled a rabbit out of his hat.,Did the magician produce a dove from the hat?,no,1,105_filler_filler_1.gif,2580
305,305,305,305,a3,106,filler,filler,He tied the package with some rope.,Was he wrapping the package with tape?,no,2,106_filler_filler_4.gif,5545
306,306,306,306,a3,107,filler,filler,The trainer clapped to cue the trained seal into the ring.,Was the seal given a signal to perform?,yes,3,107_filler_filler_8.gif,14840
307,307,307,307,a3,108,filler,filler,She left a handwritten note on his desk.,Did she send him an email instead?,no,1,108_filler_filler_1.gif,2415
308,308,308,308,a3,109,filler,filler,The brave soldier became a noble knight in the story.,Was the character portrayed as cowardly?,no,2,109_filler_filler_4.gif,7420
309,309,309,309,a3,110,filler,filler,He dipped a chip into the salsa.,Did he eat the chip with salsa?,yes,3,110_filler_filler_8.gif,9930
310,310,310,310,a3,111,filler,filler,He wore a black tie with a gray business suit.,Was he dressed formally?,yes,1,111_filler_filler_1.gif,2735
311,311,311,311,a3,112,filler,filler,She caught the fish in her fishing net.,Did she catch the fish?,yes,2,112_filler_filler_4.gif,6160
312,312,312,312,a3,113,filler,filler,He was in the prison.,Was he in the hospital?,no,3,113_filler_filler_8.gif,7485
313,313,313,313,a3,114,filler,filler,"To find the treasure, they followed the old map through the jungle.",Did they rely on a modern GPS system?,no,1,114_filler_filler_1.gif,3130
314,314,314,314,a3,115,filler,filler,She picked up a white spiral shell from the sand.,Did she find the shell in the snow?,no,2,115_filler_filler_4.gif,7400
315,315,315,315,a3,116,filler,filler,The night sky was lit by the bright full moon.,Was the full moon visible in the sky?,yes,3,116_filler_filler_8.gif,13585
316,316,316,316,a3,117,filler,filler,"For his birthday, they surprised him with a strawberry cake.",Was he expecting a birthday surprise?,no,1,117_filler_filler_1.gif,2805
317,317,317,317,a3,118,filler,filler,He grilled a fresh ear of corn for lunch.,Did he prepare corn using a grill?,yes,2,118_filler_filler_4.gif,6765
318,318,318,318,a3,119,filler,filler,He pulled tight to secure the knot in the rope.,Was he trying to untie the rope?,no,3,119_filler_filler_8.gif,13590
319,319,319,319,a3,120,filler,filler,She pulled some coins from her purse.,Did she have coins?,yes,1,120_filler_filler_1.gif,2255
320,320,320,320,a3,121,filler,filler,The hotel boasts an infinity pool.,Does the hotel have a pool?,yes,2,121_filler_filler_4.gif,4945
321,321,321,321,a3,122,filler,filler,The children built a castle.,Did the children build the castle?,yes,3,122_filler_filler_8.gif,7520
322,322,322,322,a3,123,filler,filler,The old stone mill by the river still grinds wheat into flour.,Was the mill by the river?,yes,1,123_filler_filler_1.gif,3105
323,323,323,323,a3,124,filler,filler,He had to tweak the settings on his camera to get the perfect shot.,Was he using a computer?,no,2,124_filler_filler_4.gif,9870
324,324,324,324,a3,125,filler,filler,The cave was dark and echoed when the explorer spoke. ,Was the cave quiet and bright?,no,3,125_filler_filler_8.gif,13620
325,325,325,325,a3,126,filler,filler,The girl performed a graceful dance on stage.,Did the girl dance?,yes,1,126_filler_filler_1.gif,2440
326,326,326,326,a3,127,filler,filler,A deep fear settled in his heart.,Was he calm and fearless?,no,2,127_filler_filler_4.gif,5535
327,327,327,327,a3,128,filler,filler,He had a deep frown on his face.,Was he smiling?,no,3,128_filler_filler_8.gif,11125
328,328,328,328,a3,129,filler,filler,The cat made a quick jump onto the windowsill.,Did the cat jump?,yes,1,129_filler_filler_1.gif,2590
329,329,329,329,a3,130,filler,filler,They built a ramp to connect the sidewalk to the entrance.,Did they build a bridge?,no,2,130_filler_filler_4.gif,8040
330,330,330,330,a3,131,filler,filler,The old bridge swayed slightly in the wind.,Did the bridge move in the wind?,yes,3,131_filler_filler_8.gif,11180
331,331,331,331,a3,132,filler,filler,She placed the fresh tulips in a crystal vase on the dining table.,Did she place tulips on the dining hall table?,yes,1,132_filler_filler_1.gif,3270
332,332,332,332,a3,133,filler,filler,"The bright sun warmed the beach, casting long shadows across the sand.",Was the beach covered in snow?,no,2,133_filler_filler_4.gif,8695
333,333,333,333,a3,134,filler,filler,He scribbled the notes quickly on a sheet.,Did he take notes?,yes,3,134_filler_filler_8.gif,11175
334,334,334,334,a3,135,filler,filler,The boat began to drift with the current.,Was the boat anchored in place?,no,1,135_filler_filler_1.gif,2420
335,335,335,335,a3,136,filler,filler,The balloon continued to float in the air.,Did the balloon stay on the ground?,no,2,136_filler_filler_4.gif,6175
336,336,336,336,a3,137,filler,filler,The ice began to melt under the sun.,Did the ice remain frozen the whole time?,no,3,137_filler_filler_8.gif,11145
337,337,337,337,a3,138,filler,filler,The cat stretched its neck to look out the window.,Was there a cat?,yes,1,138_filler_filler_1.gif,2755
338,338,338,338,a3,139,filler,filler,"After hours of playing, the guitarist's fingertips developed a callus.",Did the musician play the guitar? ,yes,2,139_filler_filler_4.gif,7505
339,339,339,339,a3,140,filler,filler,The blanket was incredibly soft.,Was the blanket rough?,no,3,140_filler_filler_8.gif,7540
340,340,340,340,a3,141,filler,filler,The storm raged outside all night.,Was the weather calm during the night?,no,1,141_filler_filler_1.gif,2095
341,341,341,341,a3,142,filler,filler,She decided to throw away her old clothes.,Did she keep all her old clothes?,no,2,142_filler_filler_4.gif,6175
342,342,342,342,a3,143,filler,filler,The room fell quiet after the announcement.,Did the room get louder after the announcement?,no,3,143_filler_filler_8.gif,9985
343,343,343,343,a3,144,filler,filler,She found a shiny coin under the couch.,Did she find a bottle under the couch?,no,1,144_filler_filler_1.gif,2410
344,344,344,344,a3,145,filler,filler,The children played inside the tent for hours.,Were the children inside the tent?,yes,2,145_filler_filler_4.gif,6195
345,345,345,345,a3,146,filler,filler,The movie tells the story of a young hero.,Was the movie about a hero?,yes,3,146_filler_filler_8.gif,12370
346,346,346,346,a3,147,filler,filler,A distant drum beat echoed through the valley.,Was the source of the drum beat close?,no,1,147_filler_filler_1.gif,2445
347,347,347,347,a3,148,filler,filler,The train sped past the station without stopping.,Did the train stop at the station?,no,2,148_filler_filler_4.gif,6210
348,348,348,348,a3,149,filler,filler,Someone who has fought in a war is a veteran.,Does the sentence mention a war? ,yes,3,149_filler_filler_8.gif,13580
349,349,349,349,a3,150,filler,filler,The woman brought her sick pet dog to a veterinarian.,Was the animal a canine? ,yes,1,150_filler_filler_1.gif,2770
350,350,350,350,a3,151,filler,filler,The vintage wedding dress was big and required an alteration.,Was the gown too small? ,no,2,151_filler_filler_4.gif,7460
351,351,351,351,a3,152,filler,filler,She saved him from the poison by administering an antidote.,Did she save him by amputating? ,no,3,152_filler_filler_8.gif,13650
352,352,352,352,a3,153,filler,filler,There is a beanbag toss game booth at this carnival.,Were the beanbags for a game? ,yes,1,153_filler_filler_1.gif,2765
353,353,353,353,a3,154,filler,filler,"For lunch, she had brought tomato soup in a thermos.",Did she bring her own lunch? ,yes,2,154_filler_filler_4.gif,7415
354,354,354,354,a3,155,filler,filler,"The circus featured an acrobat, a clown, and a juggler.",Was there a clown at the performance? ,yes,3,155_filler_filler_8.gif,13630
355,355,355,355,a3,156,filler,filler,"In the nineties, the Rugrats was a very popular cartoon.",Was the Rugrats obscure during the nineties? ,no,1,156_filler_filler_1.gif,2785
356,356,356,356,a3,157,filler,filler,The goddess refused to be bested by a mere mortal.,Was the deity okay with losing? ,no,2,157_filler_filler_4.gif,7405
357,357,357,357,a3,158,filler,filler,The sailors feared the harsh discipline of this ship captain.,Does the sentence mention sailors?,yes,3,158_filler_filler_8.gif,13660
358,358,358,358,a3,159,filler,filler,The flute player nervously prepared an excerpt for an audition.,Did the musician feel anxious? ,yes,1,159_filler_filler_1.gif,2820
359,359,359,359,a3,160,filler,filler,The college sent out a newsletter to all its alumni.,Does the sentence mention a college? ,yes,2,160_filler_filler_4.gif,7415
360,360,360,360,b1,1,target,implaus,The sister mailed the letter the niece.,Did the niece receive something/someone?,no,1,1_target_implaus_1.gif,2265
361,361,361,361,b1,2,target,implaus,The mother gave the candle the daughter.,Did the daughter receive something/someone?,no,2,2_target_implaus_4.gif,5570
362,362,362,362,b1,3,target,implaus,The uncle sold the truck the father.,Did the father receive something/someone?,no,3,3_target_implaus_8.gif,9950
363,363,363,363,b1,4,target,implaus,The contractor lent the saw the homeowner.,Did the homeowner receive something/someone?,no,1,4_target_implaus_1.gif,2280
364,364,364,364,b1,5,target,implaus,The sailing club leased the boat the man.,Did the man receive something/someone?,no,2,5_target_implaus_4.gif,6170
365,365,365,365,b1,6,target,implaus,The girl tossed the apple the boy.,Did the apple receive something/someone?,yes,3,6_target_implaus_8.gif,9940
366,366,366,366,b1,7,target,implaus,The daughter passed the bowl the mother.,Did the bowl receive something/someone?,yes,1,7_target_implaus_1.gif,2270
367,367,367,367,b1,8,target,implaus,The scuba instructor rented the equipment the tourist.,Did the equipment receive something/someone?,yes,2,8_target_implaus_4.gif,6235
368,368,368,368,b1,9,target,implaus,The boy handed the pencil the girl.,Did the pencil receive something/someone?,yes,3,9_target_implaus_8.gif,9945
369,369,369,369,b1,10,target,implaus,The nanny threw the toy the child.,Did the toy receive something/someone?,yes,1,10_target_implaus_1.gif,2240
370,370,370,370,b1,11,target,implaus,The nephew mailed the postcard the aunt.,Did the postcard receive something/someone?,yes,2,11_target_implaus_4.gif,5570
371,371,371,371,b1,12,target,implaus,The father gave the car the son.,Did the car receive something/someone?,yes,3,12_target_implaus_8.gif,9930
372,372,372,372,b1,13,target,implaus,The shop sold the bike the student.,Did the bike receive something/someone?,yes,1,13_target_implaus_1.gif,2245
373,373,373,373,b1,14,target,implaus,The janitor lent the mop the teacher.,Did the mop receive something/someone?,yes,2,14_target_implaus_4.gif,5555
374,374,374,374,b1,15,target,implaus,The car dealer leased the SUV the plumber.,Did the SUV receive something/someone?,yes,3,15_target_implaus_8.gif,11175
375,375,375,375,b1,16,target,implaus,The host tossed the microphone the contestant.,Did the contestant receive something/someone?,no,1,16_target_implaus_1.gif,2300
376,376,376,376,b1,17,target,implaus,The quarterback passed the ball the receiver.,Did the receiver receive something/someone?,no,2,17_target_implaus_4.gif,5595
377,377,377,377,b1,18,target,implaus,The videostore rented the DVD the customer.,Did the customer receive something/someone?,no,3,18_target_implaus_8.gif,9985
378,378,378,378,b1,19,target,implaus,The bartender handed the drink the lady.,Did the lady receive something/someone?,no,1,19_target_implaus_1.gif,2270
379,379,379,379,b1,20,target,implaus,The magician threw the hat the assistant.,Did the assistant receive something/someone?,no,2,20_target_implaus_4.gif,5575
380,380,380,380,b1,21,target,implaus,The animal lover gave the snack the cat.,Did the cat receive something/someone?,no,3,21_target_implaus_8.gif,11165
381,381,381,381,b1,22,target,implaus,The restaurant owner gave the brandy the mobster.,Did the brandy receive something/someone?,yes,1,22_target_implaus_1.gif,2460
382,382,382,382,b1,23,target,implaus,The overseer gave the seeds the serf.,Did the serf receive something/someone?,no,2,23_target_implaus_4.gif,5555
383,383,383,383,b1,24,target,implaus,The painter gave the clothes the saint.,Did the clothes receive something/someone?,yes,3,24_target_implaus_8.gif,9965
384,384,384,384,b1,25,target,implaus,The undercover cop gave the berries the felon.,Did the felon receive something/someone?,no,1,25_target_implaus_1.gif,2445
385,385,385,385,b1,26,target,implaus,The queen handed the cloak the nun.,Did the cloak receive something/someone?,yes,2,26_target_implaus_4.gif,5545
386,386,386,386,b1,27,target,implaus,The father handed the bill the son.,Did the son receive something/someone?,no,3,27_target_implaus_8.gif,9945
387,387,387,387,b1,28,target,implaus,The mother handed the rag the kid.,Did the rag receive something/someone?,yes,1,28_target_implaus_1.gif,2240
388,388,388,388,b1,29,target,implaus,The zookeeper handed the stone the ape.,Did the ape receive something/someone?,no,2,29_target_implaus_4.gif,5565
389,389,389,389,b1,30,target,implaus,The traitor handed the knife the thug.,Did the knife receive something/someone?,yes,3,30_target_implaus_8.gif,9960
390,390,390,390,b1,31,target,plaus,The cleaner lent the cop the broom.,Did the cop receive something/someone?,yes,1,31_target_plaus_1.gif,2245
391,391,391,391,b1,32,target,plaus,The delivery driver lent the sailor the perfume.,Did the perfume receive something/someone?,no,2,32_target_plaus_4.gif,6205
392,392,392,392,b1,33,target,plaus,The humorous king lent the clown the throne.,Did the clown receive something/someone?,yes,3,33_target_plaus_8.gif,11185
393,393,393,393,b1,34,target,plaus,The emperor of Austria lent the tsar the watch.,Did the watch receive something/someone?,no,1,34_target_plaus_1.gif,2595
394,394,394,394,b1,35,target,plaus,The knight offered the farmer the helmet.,Did the farmer receive something/someone?,yes,2,35_target_plaus_4.gif,5575
395,395,395,395,b1,36,target,plaus,The duchess offered the girl the robe.,Did the robe receive something/someone?,no,3,36_target_plaus_8.gif,9960
396,396,396,396,b1,37,target,plaus,The monastery offered the monk the shelf.,Did the monk receive something/someone?,yes,1,37_target_plaus_1.gif,2275
397,397,397,397,b1,38,target,plaus,The winemaker offered the Jew the ale.,Did the ale receive something/someone?,no,2,38_target_plaus_4.gif,5560
398,398,398,398,b1,39,target,plaus,The conference organizer offered the speakers the jackets.,Did the speakers receive something/someone?,yes,3,39_target_plaus_8.gif,11255
399,399,399,399,b1,40,target,plaus,The doctor passed the nurse the mask.,Did the mask receive something/someone?,no,1,40_target_plaus_1.gif,2255
400,400,400,400,b1,41,target,plaus,The husband passed the wife the plate.,Did the wife receive something/someone?,yes,2,41_target_plaus_4.gif,5560
401,401,401,401,b1,42,target,plaus,The guest passed the host the soup.,Did the soup receive something/someone?,no,3,42_target_plaus_8.gif,9945
402,402,402,402,b1,43,target,plaus,The secretary passed the boss the jam.,Did the boss receive something/someone?,yes,1,43_target_plaus_1.gif,2260
403,403,403,403,b1,44,target,plaus,The caregiver passed the leper the onion.,Did the onion receive something/someone?,no,2,44_target_plaus_4.gif,5575
404,404,404,404,b1,45,target,plaus,The merchant sold the lord the wine.,Did the lord receive something/someone?,yes,3,45_target_plaus_8.gif,9950
405,405,405,405,b1,46,target,plaus,The uncle sold the niece the calves.,Did the calves receive something/someone?,no,1,46_target_plaus_1.gif,2250
406,406,406,406,b1,47,target,plaus,The food truck sold the rider the pastry.,Did the rider receive something/someone?,yes,2,47_target_plaus_4.gif,6170
407,407,407,407,b1,48,target,plaus,The witch sold the wizard the serpent.,Did the serpent receive something/someone?,no,3,48_target_plaus_8.gif,9960
